area,bedrooms,bathrooms,location,age,parking,stories,main_road,furnishing_status,price
2023,4,3,Suburban Heights,3,2,1,Yes,Furnished,716057.24
1884,2,1,Green Valley,25,1,1,Yes,Semi-Furnished,426818.98
1763,3,1,West Hills,11,1,1,No,Furnished,554264.5
1337,2,2,Downtown,1,2,2,No,Semi-Furnished,631652.74
1616,3,2,Downtown,16,2,1,Yes,Furnished,671422.3
918,1,1,Green Valley,34,2,2,Yes,Unfurnished,203582.82
1738,3,1,Metro Corridor,9,2,2,No,Semi-Furnished,450843.82
1217,3,3,Suburban Heights,21,1,2,Yes,Semi-Furnished,469931.61
1162,2,2,West Hills,40,2,2,No,Semi-Furnished,430526.16
1942,2,2,Waterfront Bay,20,0,1,Yes,Furnished,733366.98
3155,5,3,Metro Corridor,14,2,1,No,Semi-Furnished,776528.3
2610,4,2,West Hills,34,1,2,No,Semi-Furnished,784963.65
964,2,2,West Hills,20,1,1,Yes,Unfurnished,374150.01
1217,2,1,Suburban Heights,20,1,2,Yes,Furnished,405989.7
2634,4,2,Suburban Heights,20,1,1,Yes,Furnished,772391.43
1220,3,2,Waterfront Bay,31,0,1,Yes,Semi-Furnished,604276.45
1652,3,3,Green Valley,4,1,1,Yes,Furnished,476050.42
2253,4,3,Green Valley,38,0,1,Yes,Furnished,519536.21
1227,2,2,Metro Corridor,8,1,3,No,Furnished,409302.64
1885,3,3,Green Valley,17,0,1,No,Semi-Furnished,432704.68
1060,2,1,West Hills,20,0,2,Yes,Furnished,430517.47
1421,3,2,Waterfront Bay,7,0,2,Yes,Semi-Furnished,722094.68
2054,4,3,Metro Corridor,33,1,2,No,Unfurnished,506527.53
956,2,1,Suburban Heights,9,2,2,No,Unfurnished,381600.63
2156,3,2,Suburban Heights,40,2,3,No,Semi-Furnished,657595.59
1793,2,1,Waterfront Bay,23,0,1,Yes,Semi-Furnished,624366.04
2255,4,3,Suburban Heights,39,2,2,No,Furnished,708941.64
1977,4,3,West Hills,23,2,1,Yes,Furnished,793708.22
3120,5,3,Downtown,31,1,1,No,Furnished,1102065.23
1900,4,3,Downtown,32,2,2,No,Semi-Furnished,764237.43
1522,3,2,West Hills,37,1,2,No,Semi-Furnished,543091.11
1898,2,3,Metro Corridor,33,1,1,Yes,Unfurnished,462400.79
2246,3,3,Suburban Heights,10,1,1,No,Unfurnished,651781.67
1843,3,2,Downtown,30,0,2,Yes,Furnished,669121.64
1837,3,3,Suburban Heights,17,2,2,Yes,Semi-Furnished,598188.96
1365,2,1,Metro Corridor,22,1,1,No,Furnished,360040.24
1386,3,2,West Hills,21,1,3,Yes,Semi-Furnished,572434.51
1031,2,1,Downtown,17,1,3,Yes,Furnished,517602.14
3640,5,3,Green Valley,39,2,2,No,Unfurnished,644410.55
1099,1,1,Waterfront Bay,40,2,2,No,Unfurnished,432615.6
1370,1,1,Waterfront Bay,38,2,1,No,Furnished,516539.23
1356,2,1,Suburban Heights,19,1,3,Yes,Unfurnished,410131.26
2586,3,1,Suburban Heights,12,1,1,Yes,Semi-Furnished,689293.98
1606,3,2,Green Valley,0,1,1,Yes,Semi-Furnished,448462.3
2978,4,2,Downtown,3,0,2,No,Semi-Furnished,1036208.36
1381,4,3,Waterfront Bay,23,1,1,Yes,Semi-Furnished,703019.4
2021,4,2,Suburban Heights,35,1,2,No,Unfurnished,594148.96
1294,2,1,Suburban Heights,35,1,1,Yes,Unfurnished,422401.62
4264,5,4,Downtown,1,3,2,No,Semi-Furnished,1518966.99
1124,2,2,Downtown,27,2,2,Yes,Unfurnished,515174.69
2046,4,3,Waterfront Bay,25,0,1,Yes,Unfurnished,816029.11
2329,3,2,Suburban Heights,22,0,1,Yes,Semi-Furnished,697315.3
2133,2,2,Metro Corridor,14,0,2,No,Furnished,519886.35
1678,2,2,West Hills,35,2,2,Yes,Semi-Furnished,528300.18
1716,3,2,Suburban Heights,26,2,1,Yes,Unfurnished,547144.07
1840,3,1,Suburban Heights,5,3,3,Yes,Furnished,601309.7
1704,3,2,Metro Corridor,34,1,1,No,Semi-Furnished,455657.89
2658,3,3,Suburban Heights,38,2,2,Yes,Furnished,786606.16
4377,5,3,Waterfront Bay,37,1,1,Yes,Unfurnished,1850000.0
1446,3,2,West Hills,34,2,1,Yes,Unfurnished,538435.81
1045,1,1,West Hills,35,2,1,No,Semi-Furnished,331615.18
1745,1,1,Suburban Heights,9,2,1,Yes,Semi-Furnished,526455.85
4800,5,2,Downtown,29,1,1,No,Unfurnished,1403866.58
1310,2,1,Downtown,40,2,1,No,Furnished,429297.71
3482,5,4,Metro Corridor,37,1,1,Yes,Unfurnished,833447.2
3537,5,3,Downtown,28,0,1,Yes,Semi-Furnished,1239322.1
1448,2,1,West Hills,38,0,2,Yes,Semi-Furnished,431281.53
2270,3,2,Downtown,3,1,3,No,Semi-Furnished,847078.01
3468,5,4,Waterfront Bay,4,1,1,Yes,Semi-Furnished,1394402.47
1553,2,1,Waterfront Bay,3,0,2,Yes,Unfurnished,606433.72
1666,3,2,Downtown,35,1,2,Yes,Unfurnished,646264.5
1432,2,2,Downtown,15,1,2,Yes,Unfurnished,621936.93
1204,2,2,West Hills,24,1,2,Yes,Furnished,504679.75
1394,2,1,Suburban Heights,13,1,3,Yes,Semi-Furnished,466466.3
1108,2,2,Metro Corridor,10,0,1,Yes,Semi-Furnished,330894.68
1832,2,2,Downtown,28,0,2,Yes,Unfurnished,708380.27
1328,2,2,Metro Corridor,33,0,2,Yes,Semi-Furnished,348636.65
1985,4,2,Green Valley,21,2,1,Yes,Unfurnished,457969.52
970,1,1,Downtown,13,1,1,Yes,Unfurnished,342325.67
2063,3,2,Green Valley,23,2,3,No,Semi-Furnished,457854.51
2523,4,3,Waterfront Bay,38,1,2,Yes,Unfurnished,1003796.13
814,2,3,West Hills,25,3,1,Yes,Unfurnished,413741.22
2099,3,2,Waterfront Bay,35,1,1,Yes,Unfurnished,760648.28
2954,4,3,Suburban Heights,38,0,3,Yes,Semi-Furnished,798249.53
1114,1,1,Suburban Heights,15,0,1,Yes,Unfurnished,316904.18
3529,5,4,Suburban Heights,37,1,2,Yes,Furnished,983299.75
2137,5,3,West Hills,31,2,1,Yes,Semi-Furnished,813752.46
1363,2,1,West Hills,5,0,1,No,Furnished,464986.92
1768,3,2,Suburban Heights,33,1,1,Yes,Furnished,543611.65
2260,4,4,Green Valley,7,2,1,Yes,Unfurnished,584624.36
1863,3,2,Green Valley,29,1,1,No,Semi-Furnished,411143.2
2242,3,2,Green Valley,26,0,2,Yes,Furnished,500022.16
1251,2,2,Metro Corridor,6,0,2,No,Semi-Furnished,366138.21
1934,3,2,Waterfront Bay,26,0,1,Yes,Unfurnished,768042.14
1027,2,1,Suburban Heights,24,3,2,Yes,Unfurnished,385394.44
1729,2,1,Waterfront Bay,40,2,2,Yes,Furnished,652328.97
1259,3,3,Green Valley,14,2,1,No,Unfurnished,304352.93
1347,2,2,Downtown,24,3,1,Yes,Semi-Furnished,567168.56
2964,4,3,Suburban Heights,21,1,1,Yes,Semi-Furnished,803913.1
2797,5,3,Downtown,17,1,3,Yes,Semi-Furnished,1048437.1
2306,3,2,Waterfront Bay,11,1,2,Yes,Unfurnished,887453.92
1168,1,1,Waterfront Bay,22,2,1,No,Unfurnished,512245.96
1593,2,1,West Hills,38,2,2,Yes,Furnished,567389.54
2937,3,2,Downtown,24,1,1,No,Semi-Furnished,974158.33
1913,3,2,West Hills,9,1,1,Yes,Semi-Furnished,664754.07
4572,5,4,Metro Corridor,29,3,2,No,Semi-Furnished,1050311.47
2116,3,2,Metro Corridor,9,0,2,Yes,Semi-Furnished,528658.17
1952,2,1,Downtown,33,2,1,No,Semi-Furnished,667000.86
1597,2,1,Green Valley,12,0,2,Yes,Semi-Furnished,393585.42
1907,3,2,Metro Corridor,28,1,1,No,Furnished,497442.69
1701,2,1,Downtown,37,1,1,Yes,Semi-Furnished,530164.65
2400,3,3,West Hills,40,2,3,Yes,Unfurnished,782740.34
2650,3,3,West Hills,8,1,2,No,Semi-Furnished,870093.78
1320,2,1,Suburban Heights,12,1,2,Yes,Unfurnished,383534.39
1061,1,1,Downtown,36,2,2,No,Furnished,459734.6
867,2,1,West Hills,13,2,3,Yes,Semi-Furnished,387738.29
2215,3,2,Metro Corridor,36,2,1,Yes,Semi-Furnished,532664.61
1162,2,2,Waterfront Bay,8,0,1,No,Furnished,493939.59
764,2,1,West Hills,7,2,2,Yes,Furnished,406457.62
2112,4,3,Suburban Heights,38,0,2,Yes,Unfurnished,613121.26
4800,5,4,West Hills,39,1,2,No,Semi-Furnished,1401018.05
1803,3,2,Suburban Heights,2,0,1,Yes,Semi-Furnished,551142.89
2528,4,3,Waterfront Bay,39,1,1,Yes,Semi-Furnished,944446.72
1868,3,2,Metro Corridor,32,2,2,Yes,Unfurnished,496938.55
1737,2,2,Metro Corridor,31,1,1,No,Semi-Furnished,375733.85
2611,4,2,Suburban Heights,6,1,1,No,Unfurnished,763517.23
1609,3,2,Suburban Heights,18,2,1,No,Semi-Furnished,483616.13
2012,2,1,West Hills,33,2,1,Yes,Semi-Furnished,396550.28
2056,3,2,Metro Corridor,13,2,2,Yes,Furnished,570008.63
1384,1,1,West Hills,18,1,2,Yes,Unfurnished,420659.89
2688,3,1,Suburban Heights,25,2,1,Yes,Semi-Furnished,727830.67
1685,2,2,Green Valley,16,1,1,Yes,Semi-Furnished,418450.26
1336,2,2,Metro Corridor,27,3,2,Yes,Furnished,448395.21
2240,3,1,Downtown,18,1,1,No,Semi-Furnished,752927.7
1262,2,2,Suburban Heights,26,2,2,No,Furnished,499237.05
1828,3,2,Suburban Heights,18,0,2,Yes,Semi-Furnished,531171.31
1801,2,2,Metro Corridor,32,1,2,No,Unfurnished,460401.72
2791,5,3,Downtown,6,0,2,No,Unfurnished,974760.02
2186,4,3,Suburban Heights,28,1,1,Yes,Furnished,724223.7
1790,2,1,Waterfront Bay,4,1,2,Yes,Unfurnished,752365.67
2507,4,3,Downtown,29,2,1,Yes,Unfurnished,969265.11
3152,4,2,Suburban Heights,7,0,1,Yes,Semi-Furnished,878736.2
2260,4,3,West Hills,41,2,1,Yes,Semi-Furnished,696532.33
1815,2,2,Suburban Heights,11,0,1,Yes,Unfurnished,518928.09
1069,1,1,West Hills,41,1,1,No,Semi-Furnished,279061.41
1180,2,3,West Hills,12,2,1,Yes,Semi-Furnished,574988.79
1600,2,1,West Hills,25,2,2,Yes,Semi-Furnished,572803.34
1416,2,2,Suburban Heights,17,1,3,Yes,Furnished,515330.71
1677,2,1,Downtown,41,0,1,Yes,Unfurnished,501683.74
1849,3,3,Waterfront Bay,19,2,2,Yes,Semi-Furnished,878586.47
2234,4,3,Metro Corridor,15,1,1,Yes,Semi-Furnished,594712.89
1757,3,2,Suburban Heights,36,1,3,No,Furnished,548183.95
2196,3,3,West Hills,2,2,1,Yes,Semi-Furnished,802841.9
1855,2,1,Suburban Heights,26,1,2,No,Semi-Furnished,480704.69
820,2,1,Downtown,14,0,1,Yes,Semi-Furnished,398106.93
1241,1,1,Metro Corridor,33,2,2,Yes,Unfurnished,366259.39
1706,3,2,Downtown,21,2,1,Yes,Furnished,656163.57
1114,2,2,Green Valley,39,0,1,No,Furnished,284453.51
2298,4,3,Waterfront Bay,22,1,1,No,Semi-Furnished,912692.71
3335,5,4,Suburban Heights,3,0,1,Yes,Semi-Furnished,994145.41
2943,4,2,Downtown,40,2,2,Yes,Furnished,994057.42
1660,3,2,Metro Corridor,22,2,2,Yes,Furnished,496671.58
3282,4,3,Green Valley,8,0,1,No,Unfurnished,665170.99
1918,2,1,Downtown,23,0,3,Yes,Furnished,729653.71
1579,2,1,Waterfront Bay,20,0,2,Yes,Unfurnished,612178.54
1414,3,2,Downtown,40,1,3,Yes,Semi-Furnished,575461.28
1602,3,2,Metro Corridor,15,2,1,Yes,Semi-Furnished,475339.04
1548,2,1,Waterfront Bay,24,0,3,No,Furnished,690518.39
1935,3,2,West Hills,25,1,1,Yes,Unfurnished,647007.3
1927,3,2,Downtown,8,1,2,Yes,Furnished,768000.48
1810,2,1,West Hills,14,1,1,Yes,Semi-Furnished,627735.91
2153,4,3,Suburban Heights,38,1,2,Yes,Furnished,676905.96
2911,4,3,West Hills,32,1,2,Yes,Unfurnished,886196.81
2643,5,4,Metro Corridor,0,2,1,No,Unfurnished,741798.42
998,2,1,Downtown,4,3,3,Yes,Semi-Furnished,542459.58
650,2,1,West Hills,8,3,3,Yes,Semi-Furnished,309862.25
2627,4,3,West Hills,5,1,3,Yes,Unfurnished,931171.32
1046,2,1,Suburban Heights,27,2,3,Yes,Unfurnished,349612.06
1652,2,1,Downtown,25,3,2,Yes,Semi-Furnished,602828.67
1132,1,2,Metro Corridor,27,0,3,No,Unfurnished,261343.79
879,2,1,Green Valley,39,0,2,Yes,Semi-Furnished,229447.23
2245,4,2,Green Valley,14,0,1,No,Furnished,502867.29
2449,3,2,Metro Corridor,5,1,2,Yes,Furnished,675807.24
1435,2,1,Suburban Heights,26,2,3,Yes,Semi-Furnished,450845.72
650,1,1,Suburban Heights,37,1,2,Yes,Semi-Furnished,354606.4
1453,1,2,Downtown,3,1,1,No,Furnished,652850.5
2114,4,2,Suburban Heights,10,1,1,No,Furnished,600226.28
1000,1,1,Downtown,20,0,2,No,Semi-Furnished,419689.67
1945,3,1,Waterfront Bay,29,1,3,No,Furnished,743916.83
1797,2,2,Metro Corridor,17,0,1,Yes,Furnished,545021.0
2279,3,3,Green Valley,34,0,1,Yes,Unfurnished,498261.83
1896,3,2,Green Valley,2,2,1,No,Semi-Furnished,454229.31
1225,2,2,Downtown,11,2,2,No,Furnished,532756.93
2917,4,3,Green Valley,26,2,1,Yes,Semi-Furnished,656139.47
1696,2,2,Downtown,29,2,2,Yes,Unfurnished,586776.58
1788,3,2,Suburban Heights,20,2,3,Yes,Semi-Furnished,619761.24
1244,3,1,West Hills,37,2,2,Yes,Furnished,438745.02
1514,2,1,Suburban Heights,20,2,1,Yes,Unfurnished,428722.52
1269,3,2,Green Valley,37,2,3,Yes,Semi-Furnished,310485.5
1687,2,1,Suburban Heights,39,1,2,Yes,Semi-Furnished,468175.16
3585,5,3,Suburban Heights,14,1,1,No,Semi-Furnished,980668.13
1044,1,1,Downtown,17,2,2,No,Semi-Furnished,442202.69
948,1,1,Metro Corridor,28,1,2,No,Semi-Furnished,221343.46
3256,5,3,Suburban Heights,37,1,2,No,Unfurnished,901547.89
1662,3,3,West Hills,20,1,3,Yes,Semi-Furnished,657855.36
1383,3,2,West Hills,16,1,1,No,Unfurnished,487757.68
2740,4,3,West Hills,40,3,1,Yes,Semi-Furnished,911923.93
1419,1,1,Suburban Heights,17,1,1,No,Semi-Furnished,385038.72
3753,5,4,Waterfront Bay,36,1,2,Yes,Semi-Furnished,1438799.7
2371,4,4,West Hills,37,0,2,No,Furnished,775900.08
1487,2,1,Green Valley,11,2,1,Yes,Furnished,404717.35
4285,5,3,Metro Corridor,10,1,1,Yes,Unfurnished,1002961.63
1419,2,1,Downtown,19,2,3,Yes,Semi-Furnished,582736.1
2432,4,3,Downtown,8,2,3,Yes,Furnished,1022734.38
2037,3,3,Suburban Heights,0,1,1,Yes,Semi-Furnished,671963.77
3043,3,2,Metro Corridor,2,1,2,Yes,Furnished,761104.68
3376,5,3,Waterfront Bay,20,1,2,No,Unfurnished,1240501.4
1831,3,3,West Hills,22,2,1,Yes,Furnished,664453.84
1337,3,2,Green Valley,8,2,1,Yes,Semi-Furnished,386107.7
2173,4,2,Suburban Heights,18,1,1,Yes,Semi-Furnished,656630.09
1378,2,1,Waterfront Bay,18,0,1,Yes,Semi-Furnished,525702.19
4045,5,3,Green Valley,22,0,2,Yes,Furnished,842946.99
1909,2,1,Suburban Heights,26,2,1,Yes,Semi-Furnished,477468.79
1562,2,1,Suburban Heights,26,0,1,No,Unfurnished,396260.8
1946,4,3,Suburban Heights,38,0,2,Yes,Unfurnished,587943.69
1054,2,1,Suburban Heights,35,1,1,No,Semi-Furnished,328238.14
1225,2,1,West Hills,11,2,2,No,Semi-Furnished,513290.5
2922,5,4,Suburban Heights,26,2,1,No,Furnished,895252.22
1390,2,1,Suburban Heights,33,1,2,Yes,Furnished,475955.74
1189,1,1,West Hills,32,2,3,Yes,Unfurnished,422627.62
2240,3,2,Waterfront Bay,27,1,1,Yes,Unfurnished,853297.39
2905,5,3,Waterfront Bay,30,3,2,No,Semi-Furnished,1212794.95
2410,3,2,West Hills,31,0,1,Yes,Semi-Furnished,718304.38
2693,5,4,Metro Corridor,19,2,2,No,Semi-Furnished,730759.08
1335,2,2,Waterfront Bay,39,1,2,Yes,Furnished,638093.48
1023,2,1,Downtown,34,1,1,Yes,Semi-Furnished,423706.3
3296,4,3,West Hills,30,2,2,Yes,Unfurnished,1040496.54
1589,3,2,West Hills,30,1,1,Yes,Semi-Furnished,530809.95
1635,2,1,Suburban Heights,37,1,3,No,Semi-Furnished,475611.02
3075,4,3,Downtown,21,1,1,Yes,Furnished,1092432.21
2258,4,3,Downtown,40,1,2,Yes,Furnished,824982.7
2169,4,2,Metro Corridor,8,1,1,Yes,Semi-Furnished,605296.37
4298,5,4,Suburban Heights,8,1,2,Yes,Unfurnished,1151607.44
1397,1,1,Metro Corridor,14,2,3,Yes,Unfurnished,343960.0
2620,4,2,West Hills,12,2,2,Yes,Unfurnished,820978.23
1849,3,1,West Hills,21,0,1,Yes,Semi-Furnished,574242.48
2013,3,3,Green Valley,15,1,2,Yes,Semi-Furnished,539369.4
3332,5,4,Downtown,31,2,1,Yes,Unfurnished,1195743.24
2215,3,2,Suburban Heights,1,0,1,Yes,Semi-Furnished,657358.26
2242,5,3,Downtown,25,1,1,Yes,Unfurnished,906809.52
2776,4,2,Suburban Heights,13,2,1,No,Unfurnished,779348.1
1562,2,2,Downtown,37,2,2,No,Semi-Furnished,619214.01
1292,1,1,Downtown,33,0,1,No,Semi-Furnished,435354.65
1190,2,1,Green Valley,7,1,2,No,Semi-Furnished,306021.22
823,1,1,West Hills,35,1,1,Yes,Furnished,301169.82
4115,5,3,Metro Corridor,20,3,1,Yes,Semi-Furnished,963975.91
1162,2,2,Suburban Heights,27,0,2,Yes,Unfurnished,402212.6
1654,2,2,West Hills,5,3,1,Yes,Unfurnished,591084.51
1618,3,2,Downtown,19,1,1,Yes,Furnished,634889.28
2044,4,2,Suburban Heights,30,1,1,No,Semi-Furnished,582379.14
2505,5,2,Suburban Heights,32,1,2,Yes,Semi-Furnished,732438.3
2550,4,2,Downtown,6,2,2,Yes,Semi-Furnished,1000052.74
1431,3,1,Metro Corridor,7,1,1,Yes,Semi-Furnished,419013.89
1691,3,2,Waterfront Bay,8,1,1,Yes,Semi-Furnished,749264.44
2024,3,2,Suburban Heights,1,2,2,Yes,Semi-Furnished,688669.93
1636,3,1,Suburban Heights,16,3,3,No,Furnished,581240.69
3439,4,3,Green Valley,36,1,1,Yes,Semi-Furnished,668439.61
2200,3,2,Downtown,41,0,2,No,Semi-Furnished,754907.09
2425,3,2,Suburban Heights,16,2,1,No,Furnished,690844.2
2357,4,2,Suburban Heights,37,2,1,Yes,Semi-Furnished,712982.68
2891,5,3,Downtown,34,0,1,Yes,Semi-Furnished,980160.51
1943,3,1,West Hills,38,3,2,No,Unfurnished,575931.36
1076,1,1,Waterfront Bay,29,0,1,Yes,Semi-Furnished,439593.7
2121,3,2,Downtown,5,2,3,Yes,Semi-Furnished,938464.87
1393,3,2,Downtown,3,1,2,No,Semi-Furnished,345679.58
1463,3,2,Metro Corridor,36,1,1,Yes,Furnished,436125.99
2285,4,3,Downtown,34,1,2,Yes,Semi-Furnished,881635.13
2967,4,2,Suburban Heights,8,2,1,Yes,Unfurnished,835550.66
1823,2,2,Downtown,5,3,1,Yes,Semi-Furnished,818943.45
2045,3,2,Downtown,12,1,1,Yes,Semi-Furnished,713245.64
3572,5,4,Waterfront Bay,21,1,1,Yes,Furnished,1443731.98
1990,4,2,Suburban Heights,27,1,1,Yes,Unfurnished,611586.02
4800,5,3,Waterfront Bay,29,2,1,Yes,Unfurnished,1723147.03
2266,3,1,Downtown,35,3,1,No,Furnished,805851.76
893,1,1,Metro Corridor,1,2,1,No,Semi-Furnished,300334.73
2443,4,2,Suburban Heights,35,1,3,Yes,Furnished,714315.31
2105,3,3,Downtown,7,3,1,Yes,Semi-Furnished,861749.92
3028,5,3,Suburban Heights,41,0,1,Yes,Furnished,844432.43
2366,4,3,Downtown,8,1,3,Yes,Furnished,979901.12
1710,2,1,West Hills,0,1,2,No,Furnished,595685.22
1107,3,1,Suburban Heights,12,1,2,Yes,Unfurnished,390327.0
1663,3,2,Downtown,14,2,1,Yes,Unfurnished,666557.62
1286,2,2,Downtown,31,2,2,Yes,Furnished,591637.45
1433,2,1,Suburban Heights,33,0,1,No,Semi-Furnished,371407.98
2287,4,3,Metro Corridor,30,1,2,No,Furnished,632422.39
3526,5,3,Downtown,13,1,3,Yes,Furnished,1243333.55
2117,2,1,Downtown,13,1,2,Yes,Unfurnished,753906.94
1120,3,2,Suburban Heights,28,1,1,Yes,Furnished,393462.48
2159,4,2,Suburban Heights,18,0,2,Yes,Semi-Furnished,681513.32
2917,4,3,Downtown,26,2,2,Yes,Semi-Furnished,1103765.57
1416,2,1,Waterfront Bay,8,2,2,No,Furnished,604205.94
1713,3,2,Waterfront Bay,36,3,2,Yes,Semi-Furnished,735359.99
1818,3,1,Downtown,36,3,2,No,Unfurnished,624109.99
1320,2,1,Waterfront Bay,27,2,2,No,Unfurnished,593242.84
2343,4,3,Downtown,23,0,3,Yes,Furnished,898398.66
1722,3,3,West Hills,27,2,2,Yes,Unfurnished,668162.75
2138,4,2,Green Valley,35,1,1,No,Unfurnished,430708.38
1267,2,1,West Hills,17,2,2,Yes,Furnished,536047.37
1517,2,2,Suburban Heights,24,1,1,Yes,Semi-Furnished,503218.55
2413,5,4,West Hills,34,2,2,Yes,Furnished,943117.54
1557,3,1,West Hills,3,1,1,Yes,Semi-Furnished,567457.99
3607,5,3,Metro Corridor,13,0,2,Yes,Semi-Furnished,874996.85
1540,2,1,West Hills,38,1,2,Yes,Furnished,499538.92
1978,3,2,West Hills,25,0,1,Yes,Furnished,650678.43
2625,3,3,Waterfront Bay,7,3,2,Yes,Semi-Furnished,1120916.17
1025,2,1,Suburban Heights,23,1,2,Yes,Semi-Furnished,388725.18
893,1,1,Suburban Heights,15,1,1,Yes,Semi-Furnished,296845.03
982,3,2,Downtown,19,2,1,Yes,Semi-Furnished,504139.4
2996,4,3,Waterfront Bay,14,2,3,Yes,Furnished,1266906.34
1449,1,1,Suburban Heights,6,1,1,Yes,Semi-Furnished,457498.56
4800,5,3,West Hills,16,1,2,No,Furnished,1368463.29
1442,1,1,Green Valley,21,1,2,No,Unfurnished,297304.59
1946,3,2,Waterfront Bay,21,2,3,No,Semi-Furnished,844342.9
3350,4,2,Downtown,11,2,2,No,Furnished,1190026.09
4033,5,4,Metro Corridor,17,3,2,Yes,Furnished,1021708.76
4124,5,4,Green Valley,14,0,3,Yes,Furnished,899235.23
2931,4,3,Suburban Heights,36,1,2,Yes,Furnished,836226.06
2723,5,3,Downtown,15,0,2,No,Semi-Furnished,1034761.37
2291,4,3,Suburban Heights,4,2,1,No,Unfurnished,663878.09
2468,3,3,Downtown,1,0,1,Yes,Semi-Furnished,928020.34
1450,2,1,Metro Corridor,27,0,2,Yes,Semi-Furnished,398481.44
1303,2,2,West Hills,40,1,2,Yes,Semi-Furnished,441439.02
1805,3,1,Waterfront Bay,26,1,1,Yes,Semi-Furnished,678374.33
1689,2,2,Metro Corridor,30,2,1,Yes,Furnished,492074.46
1508,3,2,West Hills,40,1,2,No,Furnished,515211.89
2388,2,2,Green Valley,35,1,1,Yes,Unfurnished,468791.27
2649,4,3,Green Valley,0,1,1,No,Unfurnished,601291.05
1873,3,1,Downtown,28,2,1,Yes,Furnished,594480.11
3264,5,4,Downtown,0,1,2,Yes,Furnished,1211214.71
1145,2,2,Suburban Heights,7,1,2,No,Unfurnished,425059.01
1673,2,2,Green Valley,15,1,1,Yes,Semi-Furnished,403139.28
1357,1,1,Green Valley,27,1,1,Yes,Unfurnished,287276.03
856,1,1,Suburban Heights,21,2,2,Yes,Furnished,326826.71
1749,3,2,Downtown,17,0,2,No,Unfurnished,640964.41
1722,2,1,Downtown,21,2,2,Yes,Unfurnished,673764.55
3312,5,4,Metro Corridor,40,1,1,Yes,Furnished,822648.62
2326,4,3,West Hills,11,2,1,Yes,Semi-Furnished,868397.61
1200,2,1,Suburban Heights,18,2,2,No,Furnished,411465.5
3795,5,4,Suburban Heights,24,1,1,No,Semi-Furnished,1027288.31
2946,5,3,West Hills,4,2,2,Yes,Semi-Furnished,1042510.26
2282,3,2,Metro Corridor,33,1,1,Yes,Semi-Furnished,563578.67
1651,1,1,Waterfront Bay,38,1,1,No,Semi-Furnished,525434.99
1231,2,2,Waterfront Bay,9,1,1,Yes,Furnished,617285.32
1557,2,2,West Hills,6,1,2,Yes,Semi-Furnished,576511.2
2794,4,3,Green Valley,36,2,1,Yes,Semi-Furnished,643963.56
3842,5,3,Suburban Heights,14,1,1,Yes,Unfurnished,989713.26
3351,5,3,Waterfront Bay,41,2,1,Yes,Furnished,1292105.81
1486,3,2,Waterfront Bay,23,1,1,Yes,Semi-Furnished,637828.83
1155,2,1,Waterfront Bay,25,1,1,Yes,Semi-Furnished,459118.85
1912,3,2,Downtown,25,3,1,No,Semi-Furnished,719827.81
891,1,1,West Hills,25,2,1,Yes,Semi-Furnished,386471.4
2057,2,2,Waterfront Bay,9,2,2,Yes,Semi-Furnished,857725.35
1704,1,1,West Hills,16,2,2,No,Unfurnished,483826.11
1500,2,1,Downtown,13,2,1,No,Furnished,554831.67
955,2,2,Downtown,1,1,1,Yes,Unfurnished,489959.46
2220,4,2,Suburban Heights,12,2,2,Yes,Semi-Furnished,667032.95
1461,2,2,Suburban Heights,26,1,1,Yes,Semi-Furnished,476678.02
1132,2,1,Waterfront Bay,8,0,1,Yes,Semi-Furnished,458648.88
650,1,1,Metro Corridor,6,0,2,Yes,Unfurnished,226263.73
1788,3,2,Downtown,9,1,3,Yes,Semi-Furnished,781501.3
3673,5,2,Suburban Heights,8,1,2,Yes,Unfurnished,983618.53
3513,4,2,Suburban Heights,21,2,1,No,Furnished,893640.4
1505,2,1,Metro Corridor,22,2,2,Yes,Semi-Furnished,417635.04
1420,3,2,Suburban Heights,6,1,1,Yes,Semi-Furnished,494621.88
2180,3,2,Suburban Heights,8,0,2,Yes,Semi-Furnished,685806.1
1212,2,1,West Hills,26,1,1,Yes,Semi-Furnished,446577.5
2040,5,3,Waterfront Bay,23,1,1,Yes,Semi-Furnished,932435.36
2456,4,3,West Hills,28,2,2,No,Semi-Furnished,827380.06
2953,5,4,Waterfront Bay,16,0,3,Yes,Semi-Furnished,1242700.97
1737,2,1,Metro Corridor,19,1,2,No,Semi-Furnished,423764.33
1666,3,3,Waterfront Bay,6,2,2,Yes,Semi-Furnished,786564.91
1272,2,2,Green Valley,39,2,2,Yes,Semi-Furnished,335959.21
1298,2,1,Waterfront Bay,6,2,2,Yes,Furnished,620182.3
1651,2,1,Metro Corridor,27,2,2,Yes,Unfurnished,421056.21
2094,3,1,Suburban Heights,18,1,2,No,Unfurnished,570955.41
2605,5,3,Waterfront Bay,19,0,1,No,Furnished,1035123.02
1311,2,2,Waterfront Bay,38,2,1,Yes,Furnished,620084.44
3284,5,4,Metro Corridor,39,2,3,No,Furnished,812345.09
1622,2,2,Waterfront Bay,6,1,3,No,Unfurnished,711433.79
1792,3,2,Suburban Heights,5,1,1,Yes,Unfurnished,561576.34
1340,2,2,Downtown,24,2,1,No,Furnished,592588.05
685,1,1,Green Valley,40,0,3,Yes,Unfurnished,179591.92
